condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
congruent_pointer_middle,25,0,2,100,35.77,65.19,0.04,1.02,100,5316,Correct
congruent_pointer_middle,25,1,1,106,68.01,45.8,0.08,0.72,106,2101,Correct
congruent_pointer_middle,25,2,1,106,54.73,26.14,0.06,0.41,106,1171,Correct
congruent_pointer_middle,25,3,1,102,65.09,79.36,0.07,1.25,106,760,Incorrect
congruent_pointer_middle,25,4,1,102,54.17,67.81,0.06,1.07,102,2009,Correct
congruent_pointer_middle,25,5,1,102,34.42,67.05,0.04,1.05,106,3391,Incorrect
congruent_pointer_middle,25,6,1,102,47.98,67.58,0.05,1.06,106,2870,Incorrect
congruent_pointer_middle,25,7,1,102,20.89,34.17,0.02,0.54,106,2253,Incorrect
congruent_pointer_middle,25,8,1,106,66.57,39.61,0.07,0.62,106,1265,Correct
congruent_pointer_middle,25,9,2,107,44.93,15.33,0.05,0.24,100,6717,Incorrect
congruent_pointer_middle,25,10,2,107,65.27,46.05,0.07,0.72,107,5846,Correct
congruent_pointer_middle,25,11,1,106,46.2,37.97,0.05,0.6,102,6796,Incorrect
congruent_pointer_middle,25,12,2,100,29.08,41.19,0.03,0.65,100,7153,Correct
congruent_pointer_middle,25,13,1,106,50.15,29.24,0.06,0.46,106,3149,Correct
congruent_pointer_middle,25,14,2,100,63.51,74.58,0.07,1.17,107,6078,Incorrect
congruent_pointer_middle,25,15,2,100,25.25,35.6,0.03,0.56,100,1942,Correct
congruent_pointer_middle,25,16,2,107,75.19,57.47,0.08,0.9,107,4300,Correct
congruent_pointer_middle,25,17,2,100,41.86,63.28,0.05,0.99,100,1295,Correct
congruent_pointer_middle,25,18,2,107,78.87,59.55,0.09,0.94,107,895,Correct
congruent_pointer_middle,25,19,1,106,85.03,65.33,0.1,1.03,106,1158,Correct
congruent_pointer_middle,25,20,1,102,50.46,78.61,0.06,1.23,102,616,Correct
congruent_pointer_middle,25,21,1,102,60.54,85.33,0.07,1.34,102,769,Correct
congruent_pointer_middle,25,22,2,100,43.16,65.81,0.05,1.03,100,486,Correct
congruent_pointer_middle,25,23,2,107,74.93,50.72,0.08,0.8,107,560,Correct
congruent_pointer_middle,25,24,2,100,61.05,82.94,0.07,1.3,100,627,Correct
congruent_pointer_middle,25,25,2,107,59.07,40.97,0.07,0.64,100,558,Incorrect
congruent_pointer_middle,25,26,1,106,78.8,47.15,0.09,0.74,106,647,Correct
congruent_pointer_middle,25,27,1,102,29.75,47.04,0.03,0.74,102,855,Correct
congruent_pointer_middle,25,28,1,106,49.62,32.48,0.06,0.51,102,725,Incorrect
congruent_pointer_middle,25,29,1,102,22.67,46.14,0.03,0.72,102,617,Correct
congruent_pointer_middle,25,30,1,106,39.25,27.04,0.04,0.42,102,1171,Incorrect
congruent_pointer_middle,25,31,2,100,14.04,35.89,0.02,0.56,100,569,Correct
congruent_pointer_middle,25,32,1,102,60.22,84.87,0.07,1.33,106,644,Incorrect
congruent_pointer_middle,25,33,1,106,61.74,31.45,0.07,0.49,106,522,Correct
congruent_pointer_middle,25,34,1,106,73.14,63.43,0.08,1.0,106,1110,Correct
congruent_pointer_middle,25,35,2,107,53.31,42.91,0.06,0.67,100,1104,Incorrect
congruent_pointer_middle,25,36,2,107,49.81,32.41,0.06,0.51,107,663,Correct
congruent_pointer_middle,25,37,1,106,60.19,38.76,0.07,0.61,102,1013,Incorrect
congruent_pointer_middle,25,38,2,107,38.45,17.73,0.04,0.28,100,485,Incorrect
congruent_pointer_middle,25,39,1,102,13.54,41.21,0.02,0.65,102,584,Correct
congruent_pointer_middle,25,40,1,102,61.66,78.53,0.07,1.23,102,1109,Correct
congruent_pointer_middle,25,41,2,100,42.76,68.33,0.05,1.07,100,966,Correct
congruent_pointer_middle,25,42,2,107,54.28,29.35,0.06,0.46,100,631,Incorrect
congruent_pointer_middle,25,43,1,102,18.53,49.19,0.02,0.77,102,642,Correct
congruent_pointer_middle,25,44,2,107,49.72,40.57,0.06,0.64,107,895,Correct
congruent_pointer_middle,25,45,2,107,49.29,42.21,0.06,0.66,100,1003,Incorrect
congruent_pointer_middle,25,46,1,102,57.18,86.11,0.06,1.35,106,1237,Incorrect
congruent_pointer_middle,25,47,1,106,69.7,41.36,0.08,0.65,106,797,Correct
congruent_pointer_middle,25,48,2,107,46.73,16.73,0.05,0.26,100,842,Incorrect
congruent_pointer_middle,25,49,1,106,58.09,41.21,0.06,0.65,102,1029,Incorrect
congruent_pointer_middle,25,50,2,100,39.59,68.11,0.04,1.07,100,614,Correct
congruent_pointer_middle,25,51,2,107,77.51,48.32,0.09,0.76,107,654,Correct
congruent_pointer_middle,25,52,2,107,37.29,13.35,0.04,0.21,100,895,Incorrect
congruent_pointer_middle,25,53,1,106,38.07,25.53,0.04,0.4,102,2906,Incorrect
congruent_pointer_middle,25,54,2,107,36.4,21.94,0.04,0.34,100,2029,Incorrect
congruent_pointer_middle,25,55,2,100,58.68,84.44,0.07,1.33,107,957,Incorrect
congruent_pointer_middle,25,56,2,100,43.85,53.09,0.05,0.83,100,4006,Correct
congruent_pointer_middle,25,57,2,100,42.3,71.76,0.05,1.13,100,1625,Correct
congruent_pointer_middle,25,58,1,106,75.59,44.29,0.08,0.7,106,897,Correct
congruent_pointer_middle,25,59,1,102,65.45,78.51,0.07,1.23,106,859,Incorrect
congruent_pointer_middle,25,60,1,106,55.35,26.8,0.06,0.42,102,4684,Incorrect
congruent_pointer_middle,25,61,2,100,36.12,46.86,0.04,0.74,100,2107,Correct
congruent_pointer_middle,25,62,2,100,32.26,62.98,0.04,0.99,100,1262,Correct
congruent_pointer_middle,25,63,2,107,46.3,20.68,0.05,0.32,107,2040,Correct
congruent_pointer_middle,25,64,1,106,38.07,27.16,0.04,0.43,102,3412,Incorrect
congruent_pointer_middle,25,65,2,100,38.43,52.5,0.04,0.82,100,2443,Correct
congruent_pointer_middle,25,66,2,107,40.39,24.21,0.05,0.38,100,3221,Incorrect
congruent_pointer_middle,25,67,1,106,50.68,23.94,0.06,0.38,106,4150,Correct
congruent_pointer_middle,25,68,2,107,65.07,55.7,0.07,0.87,107,1907,Correct
congruent_pointer_middle,25,69,2,107,48.25,28.51,0.05,0.45,100,4253,Incorrect
congruent_pointer_middle,25,70,1,106,68.96,59.53,0.08,0.94,106,875,Correct
congruent_pointer_middle,25,71,1,106,76.32,56.8,0.09,0.89,106,723,Correct
congruent_pointer_middle,25,72,2,100,53.17,67.87,0.06,1.07,100,1505,Correct
congruent_pointer_middle,25,73,2,107,39.35,24.07,0.04,0.38,100,2075,Incorrect
congruent_pointer_middle,25,74,1,102,39.63,71.23,0.04,1.12,102,2007,Correct
congruent_pointer_middle,25,75,2,107,63.39,53.58,0.07,0.84,107,2780,Correct
congruent_pointer_middle,25,76,2,100,60.55,69.92,0.07,1.1,107,1585,Incorrect
congruent_pointer_middle,25,77,1,106,64.27,36.66,0.07,0.58,106,1907,Correct
congruent_pointer_middle,25,78,1,106,84.27,56.91,0.09,0.89,106,1858,Correct
congruent_pointer_middle,25,79,1,102,31.78,45.62,0.04,0.72,102,2028,Correct
congruent_pointer_middle,25,80,2,107,56.4,46.13,0.06,0.72,107,1036,Correct
congruent_pointer_middle,25,81,2,107,77.57,63.12,0.09,0.99,107,975,Correct
congruent_pointer_middle,25,82,2,100,16.98,41.23,0.02,0.65,100,963,Correct
congruent_pointer_middle,25,83,1,102,35.03,60.41,0.04,0.95,102,1012,Correct
congruent_pointer_middle,25,84,2,107,77.25,44.86,0.09,0.7,107,767,Correct
congruent_pointer_middle,25,85,1,102,24.8,48.28,0.03,0.76,102,609,Correct
congruent_pointer_middle,25,86,2,107,38.17,12.8,0.04,0.2,100,567,Incorrect
congruent_pointer_middle,25,87,2,107,46.93,19.7,0.05,0.31,107,742,Correct
congruent_pointer_middle,25,88,1,102,56.44,66.64,0.06,1.05,102,991,Correct
congruent_pointer_middle,25,89,2,100,51.78,72.49,0.06,1.14,107,1040,Incorrect
congruent_pointer_middle,25,90,1,102,33.37,66.37,0.04,1.04,102,670,Correct
congruent_pointer_middle,25,91,1,106,42.1,19.56,0.05,0.31,102,1282,Incorrect
congruent_pointer_middle,25,92,2,107,46.79,31.2,0.05,0.49,107,1577,Correct
congruent_pointer_middle,25,93,1,102,29.29,52.65,0.03,0.83,102,1316,Correct
congruent_pointer_middle,25,94,1,102,46.14,76.76,0.05,1.21,106,1389,Incorrect
congruent_pointer_middle,25,95,2,100,46.25,76.19,0.05,1.2,100,2379,Correct
congruent_pointer_middle,25,96,1,106,64.41,32.19,0.07,0.51,106,797,Correct
congruent_pointer_middle,25,97,2,100,33.21,42.59,0.04,0.67,100,1744,Correct
congruent_pointer_middle,25,98,2,107,71.25,54.8,0.08,0.86,107,1037,Correct
congruent_pointer_middle,25,99,2,100,36.36,68.14,0.04,1.07,100,889,Correct
congruent_pointer_middle,25,100,1,106,38.55,18.0,0.04,0.28,102,1644,Incorrect
congruent_pointer_middle,25,101,1,102,36.04,68.79,0.04,1.08,102,1552,Correct
congruent_pointer_middle,25,102,1,106,53.87,32.17,0.06,0.51,106,1230,Correct
congruent_pointer_middle,25,103,2,107,67.79,45.16,0.08,0.71,107,1672,Correct
congruent_pointer_middle,25,104,1,106,48.16,21.46,0.05,0.34,106,3794,Correct
congruent_pointer_middle,25,105,2,107,39.24,13.92,0.04,0.22,100,1136,Incorrect
congruent_pointer_middle,25,106,1,106,33.37,21.76,0.04,0.34,102,1992,Incorrect
congruent_pointer_middle,25,107,1,106,65.01,46.15,0.07,0.72,106,813,Correct
congruent_pointer_middle,25,108,1,102,46.4,76.42,0.05,1.2,106,880,Incorrect
congruent_pointer_middle,25,109,1,102,63.87,82.48,0.07,1.3,106,777,Incorrect
congruent_pointer_middle,25,110,2,107,58.51,30.78,0.07,0.48,107,1422,Correct
congruent_pointer_middle,25,111,1,106,55.8,25.32,0.06,0.4,106,1335,Correct
congruent_pointer_middle,25,112,2,107,38.19,13.48,0.04,0.21,100,613,Incorrect
congruent_pointer_middle,25,113,1,102,24.52,39.7,0.03,0.62,102,943,Correct
congruent_pointer_middle,25,114,1,102,35.18,49.31,0.04,0.77,102,881,Correct
congruent_pointer_middle,25,115,1,102,35.78,58.77,0.04,0.92,102,1815,Correct
congruent_pointer_middle,25,116,1,106,49.22,24.63,0.06,0.39,106,1085,Correct
congruent_pointer_middle,25,117,2,107,59.79,28.56,0.07,0.45,107,1060,Correct
congruent_pointer_middle,25,118,1,102,68.58,85.18,0.08,1.34,106,724,Incorrect
congruent_pointer_middle,25,119,2,100,26.26,53.92,0.03,0.85,100,674,Correct
congruent_pointer_middle,25,120,1,106,86.32,64.6,0.1,1.01,106,786,Correct
congruent_pointer_middle,25,121,2,100,10.92,34.19,0.01,0.54,100,791,Correct
congruent_pointer_middle,25,122,1,102,34.34,57.81,0.04,0.91,102,665,Correct
congruent_pointer_middle,25,123,1,106,64.66,37.43,0.07,0.59,106,506,Correct
congruent_pointer_middle,25,124,1,102,39.22,53.0,0.04,0.83,102,900,Correct
congruent_pointer_middle,25,125,1,102,48.1,57.14,0.05,0.9,106,910,Incorrect
congruent_pointer_middle,25,126,2,100,39.65,52.85,0.04,0.83,100,770,Correct
congruent_pointer_middle,25,127,2,107,77.03,55.24,0.09,0.87,107,606,Correct
congruent_pointer_middle,25,128,2,107,51.25,30.92,0.06,0.49,107,1102,Correct
congruent_pointer_middle,25,129,1,106,75.15,57.72,0.08,0.91,106,584,Correct
congruent_pointer_middle,25,130,1,102,19.68,36.12,0.02,0.57,102,571,Correct
congruent_pointer_middle,25,131,2,100,36.81,47.87,0.04,0.75,100,832,Correct
congruent_pointer_middle,25,132,1,102,45.39,69.63,0.05,1.09,106,975,Incorrect
congruent_pointer_middle,25,133,2,107,73.32,48.36,0.08,0.76,107,604,Correct
congruent_pointer_middle,25,134,2,100,60.91,82.39,0.07,1.29,107,985,Incorrect
congruent_pointer_middle,25,135,1,102,61.57,71.92,0.07,1.13,106,808,Incorrect
congruent_pointer_middle,25,136,2,107,77.06,47.31,0.09,0.74,107,854,Correct
congruent_pointer_middle,25,137,2,107,65.32,32.03,0.07,0.5,107,980,Correct
congruent_pointer_middle,25,138,1,106,84.38,57.85,0.09,0.91,106,607,Correct
congruent_pointer_middle,25,139,2,100,39.76,47.51,0.04,0.75,100,454,Correct
congruent_pointer_middle,25,140,1,106,57.75,34.11,0.06,0.54,106,931,Correct
congruent_pointer_middle,25,141,2,107,36.27,15.93,0.04,0.25,100,551,Incorrect
congruent_pointer_middle,25,142,1,102,48.29,71.77,0.05,1.13,102,2244,Correct
congruent_pointer_middle,25,143,1,106,68.96,43.04,0.08,0.68,106,600,Correct
congruent_pointer_middle,25,144,1,106,61.93,50.04,0.07,0.79,106,648,Correct
congruent_pointer_middle,25,145,2,100,56.15,83.05,0.06,1.3,100,898,Correct
congruent_pointer_middle,25,146,2,107,47.57,31.14,0.05,0.49,100,621,Incorrect
