condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
incongruent_pinky_thumb,32,0,1,109,32.8,18.7,0.04,0.29,99,2226,Incorrect
incongruent_pinky_thumb,32,1,1,99,30.45,53.66,0.03,0.84,99,1824,Correct
incongruent_pinky_thumb,32,2,1,109,58.21,26.72,0.07,0.42,99,3957,Incorrect
incongruent_pinky_thumb,32,3,1,109,80.5,49.47,0.09,0.78,99,2836,Incorrect
incongruent_pinky_thumb,32,4,1,109,74.44,42.07,0.08,0.66,109,1368,Correct
incongruent_pinky_thumb,32,5,2,112,43.42,67.38,0.05,1.06,112,2509,Correct
incongruent_pinky_thumb,32,6,1,99,38.98,61.83,0.04,0.97,99,1643,Correct
incongruent_pinky_thumb,32,7,1,109,84.16,66.56,0.09,1.05,99,959,Incorrect
incongruent_pinky_thumb,32,8,1,99,23.59,44.56,0.03,0.7,109,502,Incorrect
incongruent_pinky_thumb,32,9,1,99,30.41,40.88,0.03,0.64,99,373,Correct
incongruent_pinky_thumb,32,10,1,99,26.41,42.76,0.03,0.67,109,1357,Incorrect
incongruent_pinky_thumb,32,11,1,109,71.65,49.66,0.08,0.78,109,377,Correct
incongruent_pinky_thumb,32,12,1,99,28.64,45.65,0.03,0.72,99,473,Correct
incongruent_pinky_thumb,32,13,2,112,22.8,35.69,0.03,0.56,113,636,Incorrect
incongruent_pinky_thumb,32,14,2,112,27.49,40.03,0.03,0.63,112,757,Correct
incongruent_pinky_thumb,32,15,1,109,80.29,66.68,0.09,1.05,99,1073,Incorrect
incongruent_pinky_thumb,32,16,2,112,14.38,32.76,0.02,0.51,112,665,Correct
incongruent_pinky_thumb,32,17,2,112,24.69,40.53,0.03,0.64,112,414,Correct
incongruent_pinky_thumb,32,18,2,112,54.79,72.48,0.06,1.14,113,452,Incorrect
incongruent_pinky_thumb,32,19,2,112,45.55,69.35,0.05,1.09,113,374,Incorrect
incongruent_pinky_thumb,32,20,1,109,66.93,34.05,0.07,0.53,109,519,Correct
incongruent_pinky_thumb,32,21,1,109,58.12,45.59,0.07,0.72,109,833,Correct
incongruent_pinky_thumb,32,22,1,99,41.11,72.4,0.05,1.14,99,399,Correct
incongruent_pinky_thumb,32,23,1,109,62.43,51.5,0.07,0.81,109,434,Correct
incongruent_pinky_thumb,32,24,1,109,62.21,53.31,0.07,0.84,99,371,Incorrect
incongruent_pinky_thumb,32,25,2,112,59.31,84.49,0.07,1.33,112,700,Correct
incongruent_pinky_thumb,32,26,1,99,60.84,75.37,0.07,1.18,99,573,Correct
incongruent_pinky_thumb,32,27,1,99,26.03,46.54,0.03,0.73,109,1045,Incorrect
incongruent_pinky_thumb,32,28,1,99,45.67,53.75,0.05,0.84,99,501,Correct
incongruent_pinky_thumb,32,29,1,99,42.01,69.37,0.05,1.09,99,356,Correct
incongruent_pinky_thumb,32,30,2,112,63.1,73.3,0.07,1.15,112,392,Correct
incongruent_pinky_thumb,32,31,2,112,51.96,59.69,0.06,0.94,112,322,Correct
incongruent_pinky_thumb,32,32,1,99,42.06,71.01,0.05,1.12,99,594,Correct
incongruent_pinky_thumb,32,33,2,112,65.15,86.63,0.07,1.36,113,513,Incorrect
incongruent_pinky_thumb,32,34,2,112,18.52,46.72,0.02,0.73,112,513,Correct
incongruent_pinky_thumb,32,35,2,112,30.29,58.72,0.03,0.92,113,584,Incorrect
incongruent_pinky_thumb,32,36,2,112,69.45,85.47,0.08,1.34,112,470,Correct
incongruent_pinky_thumb,32,37,2,112,44.68,56.75,0.05,0.89,112,668,Correct
incongruent_pinky_thumb,32,38,1,109,67.32,54.96,0.08,0.86,109,584,Correct
incongruent_pinky_thumb,32,39,1,99,43.79,56.09,0.05,0.88,109,798,Incorrect
incongruent_pinky_thumb,32,40,1,109,66.14,46.0,0.07,0.72,99,407,Incorrect
incongruent_pinky_thumb,32,41,1,99,65.63,78.95,0.07,1.24,109,379,Incorrect
incongruent_pinky_thumb,32,42,1,109,47.86,40.6,0.05,0.64,109,352,Correct
incongruent_pinky_thumb,32,43,1,109,85.59,59.83,0.1,0.94,109,385,Correct
incongruent_pinky_thumb,32,44,2,113,62.15,40.56,0.07,0.64,112,861,Incorrect
incongruent_pinky_thumb,32,45,2,113,57.36,32.63,0.06,0.51,113,353,Correct
incongruent_pinky_thumb,32,46,2,113,73.83,63.92,0.08,1.0,113,280,Correct
incongruent_pinky_thumb,32,47,2,113,61.61,38.52,0.07,0.61,113,427,Correct
incongruent_pinky_thumb,32,48,2,112,40.48,55.84,0.05,0.88,113,271,Incorrect
incongruent_pinky_thumb,32,49,1,99,25.75,44.05,0.03,0.69,109,379,Incorrect
incongruent_pinky_thumb,32,50,1,109,55.41,28.7,0.06,0.45,99,301,Incorrect
incongruent_pinky_thumb,32,51,2,112,65.55,84.26,0.07,1.32,112,484,Correct
incongruent_pinky_thumb,32,52,2,113,75.63,64.52,0.08,1.01,112,246,Incorrect
incongruent_pinky_thumb,32,53,1,99,32.71,58.32,0.04,0.92,99,473,Correct
incongruent_pinky_thumb,32,54,1,109,40.8,28.26,0.05,0.44,99,1525,Incorrect
incongruent_pinky_thumb,32,55,2,113,62.69,29.7,0.07,0.47,112,729,Incorrect
incongruent_pinky_thumb,32,56,2,112,25.37,40.28,0.03,0.63,113,572,Incorrect
