condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
congruent_pointer_middle,33,0,2,100,48.38,69.6,0.05,1.09,100,1089,Correct
congruent_pointer_middle,33,1,2,107,69.93,49.72,0.08,0.78,107,876,Correct
congruent_pointer_middle,33,2,2,107,55.85,42.63,0.06,0.67,100,901,Incorrect
congruent_pointer_middle,33,3,2,107,51.41,44.18,0.06,0.69,100,971,Incorrect
congruent_pointer_middle,33,4,1,106,72.76,44.96,0.08,0.71,106,1438,Correct
congruent_pointer_middle,33,5,1,102,50.95,78.68,0.06,1.24,102,1235,Correct
congruent_pointer_middle,33,6,1,102,51.96,75.14,0.06,1.18,106,1070,Incorrect
congruent_pointer_middle,33,7,1,102,55.73,83.2,0.06,1.31,102,1024,Correct
congruent_pointer_middle,33,8,1,106,59.29,46.52,0.07,0.73,102,881,Incorrect
congruent_pointer_middle,33,9,2,107,73.39,43.12,0.08,0.68,107,847,Correct
congruent_pointer_middle,33,10,2,100,16.42,45.95,0.02,0.72,100,745,Correct
congruent_pointer_middle,33,11,2,100,19.47,43.73,0.02,0.69,100,718,Correct
congruent_pointer_middle,33,12,1,106,42.63,29.87,0.05,0.47,102,862,Incorrect
congruent_pointer_middle,33,13,2,100,57.57,85.49,0.06,1.34,100,3804,Correct
congruent_pointer_middle,33,14,2,100,39.06,64.17,0.04,1.01,107,1011,Incorrect
congruent_pointer_middle,33,15,2,100,27.11,44.25,0.03,0.7,100,760,Correct
congruent_pointer_middle,33,16,2,100,35.84,65.7,0.04,1.03,107,765,Incorrect
congruent_pointer_middle,33,17,1,106,59.39,34.94,0.07,0.55,106,1203,Correct
congruent_pointer_middle,33,18,2,107,55.1,29.07,0.06,0.46,100,709,Incorrect
congruent_pointer_middle,33,19,1,106,50.33,34.9,0.06,0.55,102,705,Incorrect
congruent_pointer_middle,33,20,1,102,29.09,43.69,0.03,0.69,102,730,Correct
congruent_pointer_middle,33,21,1,102,40.92,51.84,0.05,0.81,106,638,Incorrect
congruent_pointer_middle,33,22,2,100,57.46,84.4,0.06,1.33,107,1000,Incorrect
congruent_pointer_middle,33,23,2,107,40.64,18.94,0.05,0.3,100,840,Incorrect
congruent_pointer_middle,33,24,2,107,75.39,55.63,0.08,0.87,107,667,Correct
congruent_pointer_middle,33,25,2,107,78.63,62.78,0.09,0.99,107,572,Correct
congruent_pointer_middle,33,26,1,102,52.67,74.48,0.06,1.17,106,708,Incorrect
congruent_pointer_middle,33,27,2,100,29.79,56.14,0.03,0.88,100,792,Correct
congruent_pointer_middle,33,28,1,102,41.31,48.92,0.05,0.77,102,510,Correct
congruent_pointer_middle,33,29,2,107,37.79,17.36,0.04,0.27,100,635,Incorrect
congruent_pointer_middle,33,30,2,107,52.25,40.74,0.06,0.64,100,804,Incorrect
congruent_pointer_middle,33,31,1,106,54.36,38.07,0.06,0.6,106,646,Correct
congruent_pointer_middle,33,32,1,102,34.24,64.21,0.04,1.01,102,519,Correct
congruent_pointer_middle,33,33,2,107,54.97,25.38,0.06,0.4,107,766,Correct
congruent_pointer_middle,33,34,1,106,57.64,41.64,0.06,0.65,106,539,Correct
congruent_pointer_middle,33,35,2,107,72.76,61.83,0.08,0.97,107,561,Correct
congruent_pointer_middle,33,36,2,107,62.26,41.47,0.07,0.65,107,609,Correct
congruent_pointer_middle,33,37,2,107,61.56,40.45,0.07,0.64,107,786,Correct
congruent_pointer_middle,33,38,1,102,53.9,81.19,0.06,1.28,102,979,Correct
congruent_pointer_middle,33,39,1,106,63.17,48.55,0.07,0.76,102,926,Incorrect
congruent_pointer_middle,33,40,2,100,28.31,50.39,0.03,0.79,100,583,Correct
congruent_pointer_middle,33,41,1,106,78.02,61.34,0.09,0.96,106,560,Correct
congruent_pointer_middle,33,42,1,102,42.05,56.99,0.05,0.9,102,630,Correct
congruent_pointer_middle,33,43,2,100,63.04,81.06,0.07,1.27,107,1317,Incorrect
congruent_pointer_middle,33,44,2,100,24.69,54.7,0.03,0.86,100,593,Correct
congruent_pointer_middle,33,45,2,107,69.04,44.7,0.08,0.7,107,636,Correct
congruent_pointer_middle,33,46,1,102,54.69,68.94,0.06,1.08,106,773,Incorrect
congruent_pointer_middle,33,47,2,100,31.74,51.43,0.04,0.81,100,603,Correct
congruent_pointer_middle,33,48,2,107,37.65,17.49,0.04,0.27,107,1162,Correct
congruent_pointer_middle,33,49,1,106,51.71,31.41,0.06,0.49,102,884,Incorrect
congruent_pointer_middle,33,50,1,102,37.07,65.35,0.04,1.03,102,1040,Correct
congruent_pointer_middle,33,51,1,106,34.58,20.27,0.04,0.32,106,1293,Correct
congruent_pointer_middle,33,52,1,102,18.4,34.09,0.02,0.54,102,912,Correct
congruent_pointer_middle,33,53,2,107,55.56,44.58,0.06,0.7,100,1214,Incorrect
congruent_pointer_middle,33,54,2,100,54.52,62.28,0.06,0.98,100,744,Correct
congruent_pointer_middle,33,55,2,107,74.57,45.43,0.08,0.71,100,1036,Incorrect
congruent_pointer_middle,33,56,1,102,30.72,57.49,0.03,0.9,102,539,Correct
congruent_pointer_middle,33,57,1,106,40.27,18.05,0.05,0.28,106,798,Correct
congruent_pointer_middle,33,58,2,107,61.64,30.66,0.07,0.48,107,1182,Correct
congruent_pointer_middle,33,59,1,102,13.88,40.62,0.02,0.64,102,513,Correct
congruent_pointer_middle,33,60,2,107,57.18,37.79,0.06,0.59,100,1512,Incorrect
congruent_pointer_middle,33,61,1,106,54.9,37.54,0.06,0.59,102,1939,Incorrect
congruent_pointer_middle,33,62,2,107,30.65,13.14,0.03,0.21,100,1144,Incorrect
congruent_pointer_middle,33,63,1,102,25.02,51.54,0.03,0.81,102,866,Correct
congruent_pointer_middle,33,64,1,102,64.35,78.94,0.07,1.24,106,1042,Incorrect
congruent_pointer_middle,33,65,1,106,35.22,10.76,0.04,0.17,106,1343,Correct
congruent_pointer_middle,33,66,2,107,79.83,49.21,0.09,0.77,107,1615,Correct
congruent_pointer_middle,33,67,2,100,42.16,62.64,0.05,0.98,107,1188,Incorrect
congruent_pointer_middle,33,68,2,107,47.53,17.88,0.05,0.28,107,857,Correct
congruent_pointer_middle,33,69,2,107,79.19,59.99,0.09,0.94,100,1369,Incorrect
congruent_pointer_middle,33,70,1,102,37.1,48.31,0.04,0.76,102,912,Correct
congruent_pointer_middle,33,71,2,107,53.59,37.33,0.06,0.59,107,1059,Correct
congruent_pointer_middle,33,72,1,106,45.33,30.95,0.05,0.49,102,739,Incorrect
congruent_pointer_middle,33,73,2,107,81.52,60.4,0.09,0.95,100,793,Incorrect
congruent_pointer_middle,33,74,1,102,55.33,75.65,0.06,1.19,102,916,Correct
congruent_pointer_middle,33,75,1,106,33.35,22.02,0.04,0.35,106,683,Correct
congruent_pointer_middle,33,76,2,107,72.48,55.97,0.08,0.88,107,1402,Correct
congruent_pointer_middle,33,77,1,102,55.84,67.14,0.06,1.05,106,1146,Incorrect
congruent_pointer_middle,33,78,2,107,44.72,32.2,0.05,0.51,107,846,Correct
congruent_pointer_middle,33,79,2,107,59.14,38.7,0.07,0.61,100,1014,Incorrect
congruent_pointer_middle,33,80,1,102,53.13,77.94,0.06,1.22,102,1032,Correct
congruent_pointer_middle,33,81,2,107,81.72,58.83,0.09,0.92,100,801,Incorrect
congruent_pointer_middle,33,82,1,106,51.44,44.6,0.06,0.7,106,725,Correct
congruent_pointer_middle,33,83,1,102,67.67,85.9,0.08,1.35,102,676,Correct
congruent_pointer_middle,33,84,2,107,69.22,37.56,0.08,0.59,107,681,Correct
congruent_pointer_middle,33,85,2,107,79.75,59.35,0.09,0.93,107,807,Correct
congruent_pointer_middle,33,86,1,102,34.85,44.3,0.04,0.7,102,855,Correct
congruent_pointer_middle,33,87,1,106,69.2,37.98,0.08,0.6,102,674,Incorrect
congruent_pointer_middle,33,88,2,100,26.23,53.17,0.03,0.84,107,653,Incorrect
congruent_pointer_middle,33,89,2,107,54.34,26.81,0.06,0.42,107,887,Correct
congruent_pointer_middle,33,90,1,106,68.41,35.62,0.08,0.56,106,598,Correct
congruent_pointer_middle,33,91,1,106,33.89,21.19,0.04,0.33,106,960,Correct
