condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
congruent_pointer_middle,21,0,1,106,80.73,66.8,0.09,1.05,106,985,Correct
congruent_pointer_middle,21,1,2,100,32.36,59.34,0.04,0.93,100,2823,Correct
congruent_pointer_middle,21,2,1,106,79.69,55.5,0.09,0.87,102,1417,Incorrect
congruent_pointer_middle,21,3,2,107,71.66,38.75,0.08,0.61,107,1351,Correct
congruent_pointer_middle,21,4,1,106,40.73,18.48,0.05,0.29,106,1184,Correct
congruent_pointer_middle,21,5,1,106,64.79,56.07,0.07,0.88,106,1057,Correct
congruent_pointer_middle,21,6,1,106,69.5,55.69,0.08,0.87,106,782,Correct
congruent_pointer_middle,21,7,2,107,73.18,49.59,0.08,0.78,107,688,Correct
congruent_pointer_middle,21,8,2,100,34.66,52.83,0.04,0.83,100,559,Correct
congruent_pointer_middle,21,9,2,100,19.47,39.62,0.02,0.62,100,825,Correct
congruent_pointer_middle,21,10,1,102,30.47,47.33,0.03,0.74,102,792,Correct
congruent_pointer_middle,21,11,2,100,13.9,33.41,0.02,0.52,100,874,Correct
congruent_pointer_middle,21,12,1,102,25.32,45.54,0.03,0.72,102,461,Correct
congruent_pointer_middle,21,13,1,102,27.64,57.78,0.03,0.91,102,662,Correct
congruent_pointer_middle,21,14,2,100,47.47,64.27,0.05,1.01,107,939,Incorrect
congruent_pointer_middle,21,15,1,102,46.05,71.73,0.05,1.13,102,829,Correct
congruent_pointer_middle,21,16,2,100,19.3,34.37,0.02,0.54,100,726,Correct
congruent_pointer_middle,21,17,1,106,74.96,60.75,0.08,0.95,106,749,Correct
congruent_pointer_middle,21,18,1,102,46.73,56.34,0.05,0.89,106,777,Incorrect
congruent_pointer_middle,21,19,2,100,25.69,48.73,0.03,0.77,100,801,Correct
congruent_pointer_middle,21,20,2,100,50.55,65.36,0.06,1.03,107,809,Incorrect
congruent_pointer_middle,21,21,1,102,55.99,71.37,0.06,1.12,106,2831,Incorrect
congruent_pointer_middle,21,22,1,106,78.71,64.88,0.09,1.02,102,838,Incorrect
congruent_pointer_middle,21,23,2,107,63.51,47.81,0.07,0.75,107,726,Correct
congruent_pointer_middle,21,24,2,107,44.31,26.75,0.05,0.42,107,687,Correct
congruent_pointer_middle,21,25,2,100,38.0,57.09,0.04,0.9,100,1368,Correct
congruent_pointer_middle,21,26,1,106,77.4,66.15,0.09,1.04,106,1608,Correct
congruent_pointer_middle,21,27,2,100,38.62,70.46,0.04,1.11,100,753,Correct
congruent_pointer_middle,21,28,1,106,59.28,46.14,0.07,0.72,106,972,Correct
congruent_pointer_middle,21,29,2,107,86.56,60.25,0.1,0.95,107,827,Correct
congruent_pointer_middle,21,30,2,100,57.69,79.61,0.06,1.25,107,685,Incorrect
congruent_pointer_middle,21,31,1,106,79.41,62.95,0.09,0.99,106,850,Correct
congruent_pointer_middle,21,32,1,106,79.04,47.95,0.09,0.75,106,666,Correct
congruent_pointer_middle,21,33,1,102,33.24,61.24,0.04,0.96,102,878,Correct
congruent_pointer_middle,21,34,2,107,56.36,46.92,0.06,0.74,100,982,Incorrect
congruent_pointer_middle,21,35,2,107,52.67,43.77,0.06,0.69,107,559,Correct
congruent_pointer_middle,21,36,1,102,20.16,34.18,0.02,0.54,102,1819,Correct
congruent_pointer_middle,21,37,2,107,53.02,37.55,0.06,0.59,100,4214,Incorrect
congruent_pointer_middle,21,38,1,102,47.59,66.6,0.05,1.05,106,1057,Incorrect
congruent_pointer_middle,21,39,2,100,23.16,41.81,0.03,0.66,100,979,Correct
congruent_pointer_middle,21,40,1,102,38.67,57.39,0.04,0.9,102,788,Correct
congruent_pointer_middle,21,41,2,100,67.57,89.35,0.08,1.4,107,640,Incorrect
congruent_pointer_middle,21,42,2,107,56.81,37.09,0.06,0.58,107,2674,Correct
congruent_pointer_middle,21,43,2,107,46.73,28.26,0.05,0.44,107,600,Correct
congruent_pointer_middle,21,44,1,102,38.87,70.91,0.04,1.11,102,794,Correct
congruent_pointer_middle,21,45,2,100,15.02,37.82,0.02,0.59,100,756,Correct
congruent_pointer_middle,21,46,1,106,56.45,47.91,0.06,0.75,102,742,Incorrect
congruent_pointer_middle,21,47,1,106,86.55,69.58,0.1,1.09,106,697,Correct
congruent_pointer_middle,21,48,2,100,38.93,49.5,0.04,0.78,107,742,Incorrect
congruent_pointer_middle,21,49,2,100,19.49,44.39,0.02,0.7,100,802,Correct
congruent_pointer_middle,21,50,2,100,67.73,87.02,0.08,1.37,107,610,Incorrect
congruent_pointer_middle,21,51,2,100,59.78,73.91,0.07,1.16,100,778,Correct
