condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
incongruent_pinky_thumb,12,0,2,113,53.32,21.96,0.06,0.34,112,3905,Incorrect
incongruent_pinky_thumb,12,1,2,112,49.05,57.3,0.05,0.9,113,11890,Incorrect
incongruent_pinky_thumb,12,2,1,109,77.54,59.62,0.09,0.94,99,2200,Incorrect
incongruent_pinky_thumb,12,3,1,109,62.48,33.28,0.07,0.52,109,1953,Correct
incongruent_pinky_thumb,12,4,1,99,39.02,64.47,0.04,1.01,99,2595,Correct
incongruent_pinky_thumb,12,5,2,113,76.4,49.61,0.09,0.78,113,1881,Correct
incongruent_pinky_thumb,12,6,2,113,41.65,18.81,0.05,0.3,112,821,Incorrect
incongruent_pinky_thumb,12,7,2,112,42.41,68.9,0.05,1.08,112,891,Correct
incongruent_pinky_thumb,12,8,2,113,55.02,23.41,0.06,0.37,113,1116,Correct
incongruent_pinky_thumb,12,9,2,112,37.67,45.32,0.04,0.71,113,2324,Incorrect
incongruent_pinky_thumb,12,10,1,109,63.83,31.4,0.07,0.49,99,3651,Incorrect
incongruent_pinky_thumb,12,11,1,99,40.26,70.95,0.05,1.11,109,2878,Incorrect
incongruent_pinky_thumb,12,12,2,112,58.18,78.85,0.07,1.24,113,3649,Incorrect
incongruent_pinky_thumb,12,13,1,109,80.56,51.99,0.09,0.82,109,2168,Correct
incongruent_pinky_thumb,12,14,2,113,39.08,16.41,0.04,0.26,113,2378,Correct
incongruent_pinky_thumb,12,15,1,109,55.65,45.43,0.06,0.71,99,4431,Incorrect
incongruent_pinky_thumb,12,16,2,112,14.29,31.94,0.02,0.5,113,2767,Incorrect
incongruent_pinky_thumb,12,17,2,112,30.43,53.12,0.03,0.83,112,429,Correct
incongruent_pinky_thumb,12,18,2,113,60.0,48.58,0.07,0.76,113,640,Correct
incongruent_pinky_thumb,12,19,1,109,62.66,33.85,0.07,0.53,99,1159,Incorrect
incongruent_pinky_thumb,12,20,2,112,34.35,50.42,0.04,0.79,112,2354,Correct
incongruent_pinky_thumb,12,21,2,113,51.26,25.81,0.06,0.41,113,638,Correct
