condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
congruent_pointer_middle,33,0,2,107,64.15,51.33,0.07,0.81,100,3753,Incorrect
congruent_pointer_middle,33,1,1,106,44.23,21.82,0.05,0.34,106,2977,Correct
congruent_pointer_middle,33,2,2,100,17.92,44.91,0.02,0.71,100,3670,Correct
congruent_pointer_middle,33,3,1,102,21.81,50.15,0.02,0.79,106,4350,Incorrect
congruent_pointer_middle,33,4,2,107,49.0,30.65,0.05,0.48,107,2639,Correct
congruent_pointer_middle,33,5,1,106,75.95,52.35,0.08,0.82,106,1133,Correct
congruent_pointer_middle,33,6,2,107,38.82,19.55,0.04,0.31,100,4256,Incorrect
congruent_pointer_middle,33,7,1,102,19.63,50.98,0.02,0.8,102,988,Correct
congruent_pointer_middle,33,8,2,100,51.74,63.71,0.06,1.0,107,760,Incorrect
congruent_pointer_middle,33,9,2,100,51.05,76.06,0.06,1.19,100,2820,Correct
congruent_pointer_middle,33,10,1,106,41.46,31.51,0.05,0.49,106,1279,Correct
congruent_pointer_middle,33,11,1,102,26.5,55.89,0.03,0.88,102,1615,Correct
congruent_pointer_middle,33,12,1,106,81.01,58.32,0.09,0.92,102,1709,Incorrect
congruent_pointer_middle,33,13,1,106,84.06,55.06,0.09,0.86,106,925,Correct
congruent_pointer_middle,33,14,2,100,34.98,58.94,0.04,0.93,100,1914,Correct
congruent_pointer_middle,33,15,1,106,45.33,16.9,0.05,0.27,106,1909,Correct
congruent_pointer_middle,33,16,2,100,50.78,80.82,0.06,1.27,100,1259,Correct
congruent_pointer_middle,33,17,2,100,25.36,47.46,0.03,0.75,107,2753,Incorrect
congruent_pointer_middle,33,18,2,107,52.53,37.58,0.06,0.59,107,1633,Correct
congruent_pointer_middle,33,19,1,102,47.39,69.5,0.05,1.09,102,810,Correct
congruent_pointer_middle,33,20,1,106,48.2,40.36,0.05,0.63,106,2264,Correct
congruent_pointer_middle,33,21,1,106,56.81,41.7,0.06,0.66,106,1981,Correct
congruent_pointer_middle,33,22,2,100,31.81,62.33,0.04,0.98,100,1277,Correct
congruent_pointer_middle,33,23,2,107,44.31,18.31,0.05,0.29,107,963,Correct
congruent_pointer_middle,33,24,1,102,18.91,38.06,0.02,0.6,106,2078,Incorrect
congruent_pointer_middle,33,25,1,106,50.77,32.42,0.06,0.51,106,923,Correct
congruent_pointer_middle,33,26,1,106,80.37,52.6,0.09,0.83,106,2042,Correct
congruent_pointer_middle,33,27,1,106,62.67,32.52,0.07,0.51,106,1989,Correct
congruent_pointer_middle,33,28,1,106,73.33,48.0,0.08,0.75,106,2421,Correct
congruent_pointer_middle,33,29,2,107,72.61,45.07,0.08,0.71,107,1204,Correct
congruent_pointer_middle,33,30,1,102,51.22,68.12,0.06,1.07,102,2701,Correct
congruent_pointer_middle,33,31,1,106,48.17,22.83,0.05,0.36,106,782,Correct
congruent_pointer_middle,33,32,2,100,51.85,80.2,0.06,1.26,100,852,Correct
congruent_pointer_middle,33,33,1,102,68.85,86.58,0.08,1.36,102,775,Correct
congruent_pointer_middle,33,34,1,102,23.26,37.86,0.03,0.59,106,1198,Incorrect
