condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
incongruent_pinky_thumb,28,0,2,112,67.2,85.42,0.08,1.34,113,1346,Incorrect
incongruent_pinky_thumb,28,1,2,113,71.61,46.51,0.08,0.73,112,1063,Incorrect
incongruent_pinky_thumb,28,2,2,112,45.94,74.35,0.05,1.17,113,1071,Incorrect
incongruent_pinky_thumb,28,3,2,112,10.35,34.07,0.01,0.54,112,1235,Correct
incongruent_pinky_thumb,28,4,2,113,67.03,52.29,0.08,0.82,113,604,Correct
incongruent_pinky_thumb,28,5,2,112,27.71,59.8,0.03,0.94,112,908,Correct
incongruent_pinky_thumb,28,6,1,109,44.32,35.51,0.05,0.56,109,1181,Correct
incongruent_pinky_thumb,28,7,2,113,54.82,42.27,0.06,0.66,112,1096,Incorrect
incongruent_pinky_thumb,28,8,1,109,70.54,40.57,0.08,0.64,99,1272,Incorrect
incongruent_pinky_thumb,28,9,2,113,70.77,51.03,0.08,0.8,113,1613,Correct
incongruent_pinky_thumb,28,10,2,112,54.68,71.0,0.06,1.12,113,695,Incorrect
incongruent_pinky_thumb,28,11,1,99,44.42,72.61,0.05,1.14,109,2692,Incorrect
incongruent_pinky_thumb,28,12,1,99,63.98,79.62,0.07,1.25,109,778,Incorrect
incongruent_pinky_thumb,28,13,2,112,58.44,72.29,0.07,1.14,113,1446,Incorrect
incongruent_pinky_thumb,28,14,2,112,33.51,50.31,0.04,0.79,112,1258,Correct
incongruent_pinky_thumb,28,15,1,99,67.07,81.45,0.08,1.28,109,1027,Incorrect
incongruent_pinky_thumb,28,16,2,113,45.42,23.05,0.05,0.36,113,2267,Correct
incongruent_pinky_thumb,28,17,1,99,60.29,86.37,0.07,1.36,99,561,Correct
incongruent_pinky_thumb,28,18,1,109,66.39,50.53,0.07,0.79,99,457,Incorrect
incongruent_pinky_thumb,28,19,2,113,82.46,65.0,0.09,1.02,112,1657,Incorrect
incongruent_pinky_thumb,28,20,1,109,61.92,48.83,0.07,0.77,99,2130,Incorrect
incongruent_pinky_thumb,28,21,1,99,35.17,67.78,0.04,1.06,109,1878,Incorrect
incongruent_pinky_thumb,28,22,2,113,54.99,45.58,0.06,0.72,112,2786,Incorrect
incongruent_pinky_thumb,28,23,2,112,31.34,46.7,0.04,0.73,113,1047,Incorrect
incongruent_pinky_thumb,28,24,2,113,43.04,30.72,0.05,0.48,112,994,Incorrect
incongruent_pinky_thumb,28,25,2,113,52.86,34.26,0.06,0.54,113,818,Correct
incongruent_pinky_thumb,28,26,1,109,61.01,32.45,0.07,0.51,99,1455,Incorrect
incongruent_pinky_thumb,28,27,1,99,14.39,36.08,0.02,0.57,109,1519,Incorrect
incongruent_pinky_thumb,28,28,2,113,66.35,40.68,0.07,0.64,113,3512,Correct
incongruent_pinky_thumb,28,29,1,109,81.67,68.54,0.09,1.08,109,4005,Correct
incongruent_pinky_thumb,28,30,2,113,54.32,27.7,0.06,0.44,113,1239,Correct
incongruent_pinky_thumb,28,31,1,99,41.46,56.0,0.05,0.88,99,1309,Correct
incongruent_pinky_thumb,28,32,2,113,72.06,51.33,0.08,0.81,112,1492,Incorrect
incongruent_pinky_thumb,28,33,2,113,85.04,65.5,0.1,1.03,113,1020,Correct
incongruent_pinky_thumb,28,34,1,109,41.32,25.6,0.05,0.4,99,1160,Incorrect
incongruent_pinky_thumb,28,35,1,109,83.42,63.64,0.09,1.0,99,893,Incorrect
incongruent_pinky_thumb,28,36,1,99,28.58,48.71,0.03,0.77,109,713,Incorrect
incongruent_pinky_thumb,28,37,2,113,56.04,42.57,0.06,0.67,113,1549,Correct
incongruent_pinky_thumb,28,38,1,99,16.67,45.09,0.02,0.71,99,1177,Correct
incongruent_pinky_thumb,28,39,2,112,25.89,52.7,0.03,0.83,112,2140,Correct
incongruent_pinky_thumb,28,40,2,112,22.04,44.3,0.02,0.7,112,904,Correct
incongruent_pinky_thumb,28,41,1,109,43.05,26.7,0.05,0.42,99,895,Incorrect
incongruent_pinky_thumb,28,42,2,112,45.06,72.16,0.05,1.13,113,1474,Incorrect
incongruent_pinky_thumb,28,43,1,99,40.76,53.44,0.05,0.84,99,1429,Correct
incongruent_pinky_thumb,28,44,2,112,56.6,67.83,0.06,1.07,113,894,Incorrect
incongruent_pinky_thumb,28,45,2,113,66.24,40.9,0.07,0.64,112,651,Incorrect
incongruent_pinky_thumb,28,46,2,113,85.61,58.31,0.1,0.92,113,1238,Correct
incongruent_pinky_thumb,28,47,2,113,79.12,56.57,0.09,0.89,113,668,Correct
incongruent_pinky_thumb,28,48,1,109,32.06,14.67,0.04,0.23,99,2209,Incorrect
incongruent_pinky_thumb,28,49,2,112,20.04,48.68,0.02,0.76,112,2968,Correct
incongruent_pinky_thumb,28,50,2,113,51.98,21.35,0.06,0.34,113,627,Correct
incongruent_pinky_thumb,28,51,1,109,83.49,55.2,0.09,0.87,99,962,Incorrect
incongruent_pinky_thumb,28,52,1,109,62.65,55.3,0.07,0.87,109,584,Correct
