condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
incongruent_pointer_middle,10,0,1,106,57.2,35.61,0.06,0.56,106,3412,Correct
incongruent_pointer_middle,10,1,2,100,74.98,53.09,0.08,0.83,100,1336,Correct
incongruent_pointer_middle,10,2,1,106,44.25,32.77,0.05,0.51,106,1145,Correct
incongruent_pointer_middle,10,3,2,100,42.76,31.14,0.05,0.49,100,822,Correct
incongruent_pointer_middle,10,4,1,102,16.53,33.57,0.02,0.53,106,1504,Incorrect
incongruent_pointer_middle,10,5,1,102,35.66,54.26,0.04,0.85,102,938,Correct
incongruent_pointer_middle,10,6,1,102,20.53,43.77,0.02,0.69,102,1004,Correct
incongruent_pointer_middle,10,7,1,106,74.4,63.26,0.08,0.99,102,1163,Incorrect
incongruent_pointer_middle,10,8,2,107,39.78,70.24,0.04,1.1,100,1520,Incorrect
incongruent_pointer_middle,10,9,2,100,85.84,63.06,0.1,0.99,100,1378,Correct
incongruent_pointer_middle,10,10,1,102,25.0,37.21,0.03,0.58,106,2134,Incorrect
incongruent_pointer_middle,10,11,2,100,83.39,63.52,0.09,1.0,100,2426,Correct
incongruent_pointer_middle,10,12,2,100,73.13,46.15,0.08,0.72,100,1251,Correct
incongruent_pointer_middle,10,13,2,107,17.99,48.96,0.02,0.77,107,1203,Correct
incongruent_pointer_middle,10,14,1,106,52.25,44.11,0.06,0.69,106,1094,Correct
incongruent_pointer_middle,10,15,2,107,23.53,34.61,0.03,0.54,100,887,Incorrect
incongruent_pointer_middle,10,16,1,102,23.25,45.03,0.03,0.71,106,994,Incorrect
incongruent_pointer_middle,10,17,1,102,41.04,68.41,0.05,1.07,106,2378,Incorrect
incongruent_pointer_middle,10,18,2,100,57.47,45.76,0.06,0.72,100,1652,Correct
incongruent_pointer_middle,10,19,1,106,59.1,45.84,0.07,0.72,102,1010,Incorrect
incongruent_pointer_middle,10,20,1,102,19.24,49.47,0.02,0.78,106,934,Incorrect
incongruent_pointer_middle,10,21,2,107,16.86,47.49,0.02,0.75,107,734,Correct
incongruent_pointer_middle,10,22,2,100,58.0,48.72,0.06,0.77,100,674,Correct
incongruent_pointer_middle,10,23,1,106,35.63,11.47,0.04,0.18,106,1312,Correct
incongruent_pointer_middle,10,24,1,102,58.0,67.77,0.06,1.06,102,1187,Correct
incongruent_pointer_middle,10,25,1,106,78.2,50.63,0.09,0.8,102,697,Incorrect
incongruent_pointer_middle,10,26,1,102,66.46,84.67,0.07,1.33,106,1234,Incorrect
incongruent_pointer_middle,10,27,1,102,35.7,58.2,0.04,0.91,106,2296,Incorrect
incongruent_pointer_middle,10,28,2,107,22.23,41.85,0.02,0.66,107,1601,Correct
incongruent_pointer_middle,10,29,2,107,32.52,58.99,0.04,0.93,107,1233,Correct
incongruent_pointer_middle,10,30,1,102,50.35,71.01,0.06,1.12,102,1157,Correct
incongruent_pointer_middle,10,31,2,107,15.75,37.03,0.02,0.58,107,557,Correct
incongruent_pointer_middle,10,32,1,106,47.22,37.97,0.05,0.6,106,1363,Correct
incongruent_pointer_middle,10,33,1,106,79.37,64.58,0.09,1.01,106,815,Correct
incongruent_pointer_middle,10,34,2,107,68.66,88.65,0.08,1.39,107,935,Correct
incongruent_pointer_middle,10,35,1,102,60.78,75.62,0.07,1.19,106,817,Incorrect
incongruent_pointer_middle,10,36,1,106,66.08,49.82,0.07,0.78,102,1002,Incorrect
incongruent_pointer_middle,10,37,2,100,66.25,46.33,0.07,0.73,107,1070,Incorrect
incongruent_pointer_middle,10,38,2,100,58.07,35.55,0.06,0.56,100,1043,Correct
incongruent_pointer_middle,10,39,1,102,17.74,47.57,0.02,0.75,106,1282,Incorrect
incongruent_pointer_middle,10,40,1,102,55.95,74.01,0.06,1.16,102,879,Correct
incongruent_pointer_middle,10,41,2,107,54.17,61.43,0.06,0.96,107,1316,Correct
incongruent_pointer_middle,10,42,2,107,53.71,75.93,0.06,1.19,107,1040,Correct
incongruent_pointer_middle,10,43,1,106,54.8,44.62,0.06,0.7,102,1039,Incorrect
incongruent_pointer_middle,10,44,1,106,44.46,30.23,0.05,0.47,106,859,Correct
incongruent_pointer_middle,10,45,1,102,22.87,35.09,0.03,0.55,106,1177,Incorrect
