condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
incongruent_pointer_middle,18,0,1,102,18.61,34.38,0.02,0.54,102,1446,Correct
incongruent_pointer_middle,18,1,2,107,56.06,76.11,0.06,1.2,100,1623,Incorrect
incongruent_pointer_middle,18,2,2,107,32.22,45.55,0.04,0.72,107,841,Correct
incongruent_pointer_middle,18,3,1,102,36.75,45.79,0.04,0.72,102,1173,Correct
incongruent_pointer_middle,18,4,1,102,42.25,54.26,0.05,0.85,106,835,Incorrect
incongruent_pointer_middle,18,5,2,100,76.06,63.66,0.09,1.0,100,1954,Correct
incongruent_pointer_middle,18,6,1,102,41.05,59.02,0.05,0.93,102,596,Correct
incongruent_pointer_middle,18,7,2,107,39.56,69.46,0.04,1.09,100,1096,Incorrect
incongruent_pointer_middle,18,8,2,100,49.05,30.74,0.05,0.48,107,660,Incorrect
incongruent_pointer_middle,18,9,2,107,31.98,44.82,0.04,0.7,100,2580,Incorrect
incongruent_pointer_middle,18,10,2,107,62.79,74.18,0.07,1.17,107,1746,Correct
incongruent_pointer_middle,18,11,1,102,17.92,39.29,0.02,0.62,102,3748,Correct
incongruent_pointer_middle,18,12,2,107,55.17,72.81,0.06,1.14,100,1172,Incorrect
incongruent_pointer_middle,18,13,2,100,55.62,45.07,0.06,0.71,107,3820,Incorrect
incongruent_pointer_middle,18,14,2,100,63.26,38.71,0.07,0.61,100,986,Correct
incongruent_pointer_middle,18,15,1,106,80.91,58.12,0.09,0.91,102,1346,Incorrect
incongruent_pointer_middle,18,16,2,107,41.68,70.05,0.05,1.1,107,528,Correct
incongruent_pointer_middle,18,17,1,106,31.37,10.39,0.04,0.16,106,1866,Correct
incongruent_pointer_middle,18,18,1,106,45.07,23.31,0.05,0.37,102,1344,Incorrect
incongruent_pointer_middle,18,19,1,102,54.57,79.63,0.06,1.25,102,1406,Correct
incongruent_pointer_middle,18,20,1,106,53.6,46.48,0.06,0.73,102,1171,Incorrect
incongruent_pointer_middle,18,21,2,100,49.98,33.55,0.06,0.53,107,682,Incorrect
incongruent_pointer_middle,18,22,1,106,39.98,27.72,0.04,0.44,102,910,Incorrect
incongruent_pointer_middle,18,23,1,102,58.67,82.03,0.07,1.29,106,684,Incorrect
incongruent_pointer_middle,18,24,2,107,52.71,74.35,0.06,1.17,100,853,Incorrect
incongruent_pointer_middle,18,25,1,106,58.69,37.32,0.07,0.59,106,2555,Correct
incongruent_pointer_middle,18,26,1,106,67.37,37.36,0.08,0.59,106,1288,Correct
incongruent_pointer_middle,18,27,1,106,54.8,37.3,0.06,0.59,106,917,Correct
incongruent_pointer_middle,18,28,1,102,12.96,32.0,0.01,0.5,102,1039,Correct
incongruent_pointer_middle,18,29,2,100,80.02,50.13,0.09,0.79,100,1323,Correct
incongruent_pointer_middle,18,30,2,100,73.45,42.82,0.08,0.67,100,978,Correct
incongruent_pointer_middle,18,31,1,106,46.39,38.24,0.05,0.6,106,4003,Correct
incongruent_pointer_middle,18,32,2,107,59.79,78.97,0.07,1.24,107,971,Correct
incongruent_pointer_middle,18,33,1,102,19.49,33.12,0.02,0.52,102,2004,Correct
incongruent_pointer_middle,18,34,1,106,49.48,30.56,0.06,0.48,106,1480,Correct
incongruent_pointer_middle,18,35,1,102,56.92,83.33,0.06,1.31,102,1259,Correct
incongruent_pointer_middle,18,36,1,106,78.89,55.87,0.09,0.88,106,1037,Correct
incongruent_pointer_middle,18,37,2,100,33.19,16.73,0.04,0.26,107,1280,Incorrect
incongruent_pointer_middle,18,38,2,107,59.09,79.55,0.07,1.25,100,847,Incorrect
incongruent_pointer_middle,18,39,2,107,56.08,66.69,0.06,1.05,107,1022,Correct
incongruent_pointer_middle,18,40,2,107,40.69,58.8,0.05,0.92,107,947,Correct
incongruent_pointer_middle,18,41,2,100,64.46,53.22,0.07,0.84,107,1037,Incorrect
incongruent_pointer_middle,18,42,2,107,25.43,49.11,0.03,0.77,107,1055,Correct
incongruent_pointer_middle,18,43,1,102,67.01,86.1,0.07,1.35,102,896,Correct
incongruent_pointer_middle,18,44,1,102,41.53,55.76,0.05,0.88,102,767,Correct
incongruent_pointer_middle,18,45,2,107,54.33,77.02,0.06,1.21,107,994,Correct
incongruent_pointer_middle,18,46,2,100,83.06,68.95,0.09,1.08,107,751,Incorrect
